"No.","Time","Source","Destination","Protocol","Length","DateTime"
"1827","1540476098.654574","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:01:38.654574"
"1837","1540476124.978575","192.168.1.1","192.168.1.132","DNS","221","2018-10-25 14:02:04.978575"
"1839","1540476124.983073","192.168.1.1","192.168.1.132","DNS","484","2018-10-25 14:02:04.983073"
"1854","1540476125.074267","192.168.1.1","192.168.1.132","DNS","142","2018-10-25 14:02:05.074267"
"1856","1540476125.075517","192.168.1.1","192.168.1.132","DNS","174","2018-10-25 14:02:05.075517"
"1871","1540476128.506313","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:02:08.506313"
"1876","1540476135.012358","192.168.1.1","192.168.1.132","DNS","353","2018-10-25 14:02:15.012358"
"1878","1540476135.014353","2.16.60.82","192.168.1.132","TCP","66","2018-10-25 14:02:15.014353"
"1881","1540476135.016352","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 14:02:15.016352"
"1884","1540476158.574678","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:02:38.574678"
"1894","1540476188.654787","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:03:08.654787"
"1898","1540476218.734647","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:03:38.734647"
"1908","1540476248.643852","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:04:08.643852"
"1913","1540476278.734703","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:04:38.734703"
"1923","1540476308.814560","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:05:08.814560"
"1927","1540476338.894917","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:05:38.894917"
"1937","1540476368.780135","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:06:08.780135"
"1948","1540476398.814511","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:06:38.814511"
"1952","1540476428.894854","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:07:08.894854"
"1962","1540476458.974697","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:07:38.974697"
"1966","1540476488.935360","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:08:08.935360"
"1977","1540476518.974729","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:08:38.974729"
"1981","1540476549.054573","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:09:09.054573"
"1991","1540476579.134668","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:09:39.134668"
"1995","1540476608.070666","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:10:08.070666"
"2000","1540476614.819567","216.239.35.0","192.168.1.132","NTP","90","2018-10-25 14:10:14.819567"
"2008","1540476638.174753","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:10:38.174753"
"2012","1540476668.254594","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:11:08.254594"
"2022","1540476698.334446","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:11:38.334446"
"2032","1540476728.206406","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:12:08.206406"
"2037","1540476758.034156","216.239.35.4","192.168.1.132","NTP","90","2018-10-25 14:12:38.034156"
"2039","1540476758.254271","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:12:38.254271"
"2047","1540476788.334368","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:13:08.334368"
"2051","1540476804.096881","216.239.35.8","192.168.1.132","NTP","90","2018-10-25 14:13:24.096881"
"2055","1540476818.414467","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:13:38.414467"
"2063","1540476848.341150","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:14:08.341150"
"2068","1540476878.414499","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:14:38.414499"
"2076","1540476908.494097","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:15:08.494097"
"2080","1540476938.574193","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:15:38.574193"
"2090","1540476968.477642","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:16:08.477642"
"2093","1540476998.574232","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:16:38.574232"
"2103","1540477028.654079","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:17:08.654079"
"2107","1540477035.057930","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 14:17:15.057930"
"2109","1540477035.059924","2.16.60.139","192.168.1.132","TCP","66","2018-10-25 14:17:15.059924"
"2112","1540477035.061674","2.16.60.139","192.168.1.132","TCP","60","2018-10-25 14:17:15.061674"
"2123","1540477058.734177","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:17:38.734177"
"2125","1540477088.616638","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:18:08.616638"
"2136","1540477118.654260","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:18:38.654260"
"2140","1540477148.734359","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:19:08.734359"
"2150","1540477178.813960","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:19:38.813960"
"2154","1540477208.752641","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:20:08.752641"
"2165","1540477238.814012","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:20:38.814012"
"2169","1540477268.894098","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:21:08.894098"
"2179","1540477298.973960","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:21:38.973960"
"2189","1540477328.944871","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:22:08.944871"
"2190","1540477329.528039","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:22:09.528039"
"2195","1540477359.543908","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:22:39.543908"
"2205","1540477389.613762","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:23:09.613762"
"2209","1540477419.693861","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:23:39.693861"
"2214","1540477448.041947","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:24:08.041947"
"2215","1540477448.041950","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:24:08.041950"
"2220","1540477474.467400","216.239.35.12","192.168.1.132","NTP","90","2018-10-25 14:24:34.467400"
"2222","1540477478.093813","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:24:38.093813"
"2232","1540477508.173660","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:25:08.173660"
"2236","1540477538.253761","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:25:38.253761"
"2246","1540477568.178202","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:26:08.178202"
"2251","1540477598.253551","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:26:38.253551"
"2261","1540477628.333652","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:27:08.333652"
"2265","1540477658.413501","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:27:38.413501"
"2276","1540477688.313204","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:28:08.313204"
"2281","1540477718.333589","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:28:38.333589"
"2289","1540477748.413439","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:29:08.413439"
"2293","1540477778.493290","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:29:38.493290"
"2301","1540477808.447958","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:30:08.447958"
"2312","1540477838.493325","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:30:38.493325"
"2314","1540477868.573425","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:31:08.573425"
"2324","1540477898.653276","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:31:38.653276"
"2326","1540477928.621938","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:32:08.621938"
"2331","1540477935.095498","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 14:32:15.095498"
"2333","1540477935.097745","2.16.60.139","192.168.1.132","TCP","66","2018-10-25 14:32:15.097745"
"2338","1540477935.099742","2.16.60.139","192.168.1.132","TCP","60","2018-10-25 14:32:15.099742"
"2347","1540477958.653317","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:32:38.653317"
"2351","1540477988.733166","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:33:08.733166"
"2359","1540478018.813517","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:33:38.813517"
"2367","1540478048.768691","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:34:08.768691"
"2372","1540478078.813064","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:34:38.813064"
"2380","1540478108.893169","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:35:08.893169"
"2384","1540478138.973273","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:35:38.973273"
"2392","1540478168.874245","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:36:08.874245"
"2403","1540478198.973074","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:36:38.973074"
"2405","1540478229.053191","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:37:09.053191"
"2415","1540478259.133280","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:37:39.133280"
"2417","1540478289.011013","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:38:09.011013"
"2428","1540478319.133076","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:38:39.133076"
"2432","1540478349.212929","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:39:09.212929"
"2442","1540478379.293281","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:39:39.293281"
"2452","1540478408.147082","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:40:08.147082"
"2457","1540478438.172969","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:40:38.172969"
"2467","1540478468.253085","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:41:08.253085"
"2471","1540478498.332954","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:41:38.332954"
"2481","1540478528.283395","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:42:08.283395"
"2486","1540478558.333034","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:42:38.333034"
"2494","1540478588.412899","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:43:08.412899"
"2504","1540478618.493016","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:43:38.493016"
"2506","1540478648.422216","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:44:08.422216"
"2517","1540478671.677237","216.239.35.0","192.168.1.132","NTP","90","2018-10-25 14:44:31.677237"
"2519","1540478678.492836","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:44:38.492836"
"2521","1540478708.572950","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:45:08.572950"
"2531","1540478738.653062","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:45:38.653062"
"2533","1540478768.558774","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:46:08.558774"
"2544","1540478798.652877","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:46:38.652877"
"2552","1540478828.732989","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:47:08.732989"
"2556","1540478835.205552","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 14:47:15.205552"
"2558","1540478835.207546","2.16.60.82","192.168.1.132","TCP","66","2018-10-25 14:47:15.207546"
"2561","1540478835.209546","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 14:47:15.209546"
"2566","1540478858.812847","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:47:38.812847"
"2574","1540478888.693570","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:48:08.693570"
"2579","1540478897.794635","216.239.35.8","192.168.1.132","NTP","90","2018-10-25 14:48:17.794635"
"2581","1540478909.920477","216.239.35.4","192.168.1.132","NTP","90","2018-10-25 14:48:29.920477"
"2583","1540478918.812908","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:48:38.812908"
"2591","1540478948.892766","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:49:08.892766"
"2595","1540478978.972876","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:49:38.972876"
"2605","1540479008.848851","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:50:08.848851"
"2614","1540479038.972685","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:50:38.972685"
"2618","1540479069.052542","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:51:09.052542"
"2628","1540479099.133151","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:51:39.133151"
"2632","1540479128.983888","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:52:08.983888"
"2643","1540479159.052503","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:52:39.052503"
"2653","1540479189.132608","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:53:09.132608"
"2657","1540479219.212466","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:53:39.212466"
"2667","1540479248.119491","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:54:08.119491"
"2672","1540479278.172614","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:54:38.172614"
"2682","1540479308.252715","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:55:08.252715"
"2686","1540479338.332570","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:55:38.332570"
"2696","1540479368.255016","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:56:08.255016"
"2707","1540479398.332872","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:56:38.332872"
"2711","1540479428.412478","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:57:08.412478"
"2721","1540479458.492083","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:57:38.492083"
"2725","1540479488.393289","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 14:58:08.393289"
"2736","1540479518.492134","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:58:38.492134"
"2740","1540479532.289521","216.239.35.12","192.168.1.132","NTP","90","2018-10-25 14:58:52.289521"
"2744","1540479548.582732","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:59:08.582732"
"2754","1540479578.652094","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 14:59:38.652094"
"2764","1540479608.530813","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:00:08.530813"
"2769","1540479638.651894","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:00:38.651894"
"2779","1540479668.732262","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:01:08.732262"
"2783","1540479698.812101","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:01:38.812101"
"2793","1540479724.834771","192.168.1.1","192.168.1.132","DNS","221","2018-10-25 15:02:04.834771"
"2795","1540479724.839517","192.168.1.1","192.168.1.132","DNS","484","2018-10-25 15:02:04.839517"
"2810","1540479724.935460","192.168.1.1","192.168.1.132","DNS","142","2018-10-25 15:02:04.935460"
"2812","1540479724.936459","192.168.1.1","192.168.1.132","DNS","174","2018-10-25 15:02:04.936459"
"2827","1540479728.668588","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:02:08.668588"
"2832","1540479735.255095","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 15:02:15.255095"
"2834","1540479735.257077","2.16.60.82","192.168.1.132","TCP","66","2018-10-25 15:02:15.257077"
"2837","1540479735.258825","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 15:02:15.258825"
"2838","1540479735.258829","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 15:02:15.258829"
"2847","1540479758.731944","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:02:38.731944"
"2849","1540479788.811798","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:03:08.811798"
"2859","1540479818.891901","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:03:38.891901"
"2863","1540479848.823589","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:04:08.823589"
"2872","1540479878.891949","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:04:38.891949"
"2876","1540479908.971802","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:05:08.971802"
"2886","1540479939.051905","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:05:39.051905"
"2896","1540479968.959107","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:06:08.959107"
"2899","1540479999.051702","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:06:39.051702"
"2909","1540480029.132055","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:07:09.132055"
"2913","1540480059.211911","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:07:39.211911"
"2923","1540480088.091200","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:08:08.091200"
"2928","1540480118.171556","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:08:38.171556"
"2938","1540480148.251919","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:09:08.251919"
"2948","1540480178.331504","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:09:38.331504"
"2952","1540480208.227213","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:10:08.227213"
"2963","1540480238.331551","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:10:38.331551"
"2967","1540480268.411403","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:11:08.411403"
"2977","1540480298.491507","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:11:38.491507"
"2981","1540480328.363227","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:12:08.363227"
"2992","1540480358.411848","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:12:38.411848"
"3002","1540480388.491949","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:13:08.491949"
"3006","1540480418.571554","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:13:38.571554"
"3016","1540480448.499492","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 15:14:08.499492"
"3021","1540480478.571349","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:14:38.571349"
"3031","1540480508.651457","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 15:15:08.651457"
